branch,macro_f1,macro_pr_auc,macro_roc_auc,worst_country_pr_auc
guarded_cv_tabular,0.8166199865761269,0.9293359310260222,0.9480940812297548,0.8400371116750427
compact_tabular,0.7668759998171762,0.9054037919855441,0.9198531674535787,0.8250152093859188
all77_tabular,0.7347323794382618,0.8934845156113126,0.9224928762642235,0.8488839059491233
