seed,held_out_country,branch,inner_macro_ap,inner_macro_f1,threshold,fusion_alpha,inner_selected_branch,branch_selection_diagnostics,alpha_diagnostics
273,Iraq,compact_tabular,0.8816392840762752,0.7692530044275775,0.4021141788951602,,,,
273,Iraq,all77_tabular,0.8819692245371502,0.7720847611170192,0.3031421570968738,,,,
273,Iraq,handcrafted_image,0.8028137860325275,0.6947989700930878,0.4172007372829593,,,,
273,Iraq,cnn_only,0.7295242738341196,0.6887952787952787,0.4288740571951356,,,,
273,Iraq,cv_multispectral,0.8072585270386513,0.7094334712466073,0.5153646256228475,,,,
273,Iraq,guarded_cv_tabular,0.914372130010322,0.7575757575757576,0.5721348860217443,0.7,,,"[{""alpha"": 0.0, ""macro_ap"": 0.8816392840762752, ""gain"": 0.0, ""improved_countries"": 0, ""worst_delta"": 0.0, ""eligible"": true}, {""alpha"": 0.15, ""macro_ap"": 0.8909519288500775, ""gain"": 0.009312644773802226, ""improved_countries"": 4, ""worst_delta"": 0.0, ""eligible"": true}, {""alpha"": 0.3, ""macro_ap"": 0.9013217978029358, ""gain"": 0.019682513726660522, ""improved_countries"": 5, ""worst_delta"": 0.0019951488505931536, ""eligible"": true}, {""alpha"": 0.5, ""macro_ap"": 0.9142687703897383, ""gain"": 0.032629486313463074, ""improved_countries"": 4, ""worst_delta"": -0.0049605602140589955, ""eligible"": true}, {""alpha"": 0.7, ""macro_ap"": 0.914372130010322, ""gain"": 0.032732845934046795, ""improved_countries"": 4, ""worst_delta"": -0.013602867887191783, ""eligible"": true}]"
273,Iraq,nested_champion,0.914372130010322,0.7575757575757576,0.5721348860217443,,guarded_cv_tabular,"[{""branch"": ""compact_tabular"", ""macro_ap"": 0.8816392840762752, ""macro_ap_gain"": 0.0, ""macro_f1"": 0.7692530044275775, ""macro_f1_delta"": 0.0, ""improved_countries"": 0, ""worst_country_delta"": 0.0, ""eligible"": true}, {""branch"": ""all77_tabular"", ""macro_ap"": 0.8819692245371502, ""macro_ap_gain"": 0.00032994046087497786, ""macro_f1"": 0.7720847611170192, ""macro_f1_delta"": 0.002831756689441689, ""improved_countries"": 2, ""worst_country_delta"": -0.03373015873015872, ""eligible"": false}, {""branch"": ""guarded_cv_tabular"", ""macro_ap"": 0.914372130010322, ""macro_ap_gain"": 0.032732845934046795, ""macro_f1"": 0.7575757575757576, ""macro_f1_delta"": -0.011677246851819922, ""improved_countries"": 4, ""worst_country_delta"": -0.013602867887191783, ""eligible"": true}]",
273,Libya,compact_tabular,0.8833008142261332,0.7484652981427175,0.4327049163599976,,,,
273,Libya,all77_tabular,0.8802530831902284,0.7579178716020821,0.2748569309084714,,,,
273,Libya,handcrafted_image,0.835006362008665,0.6525117703820275,0.4465678973130708,,,,
273,Libya,cnn_only,0.7717301833556913,0.6390133500208595,0.3736239447573148,,,,
273,Libya,cv_multispectral,0.8222541788708021,0.6828888782206859,0.3916474452347221,,,,
273,Libya,guarded_cv_tabular,0.9235494476427138,0.7641426816426817,0.6169680712805169,0.7,,,"[{""alpha"": 0.0, ""macro_ap"": 0.8833008142261332, ""gain"": 0.0, ""improved_countries"": 0, ""worst_delta"": 0.0, ""eligible"": true}, {""alpha"": 0.15, ""macro_ap"": 0.9010482049278323, ""gain"": 0.017747390701699173, ""improved_countries"": 4, ""worst_delta"": -0.0007473716244331685, ""eligible"": true}, {""alpha"": 0.3, ""macro_ap"": 0.9055512564974613, ""gain"": 0.022250442271328108, ""improved_countries"": 4, ""worst_delta"": -0.000994272288982856, ""eligible"": true}, {""alpha"": 0.5, ""macro_ap"": 0.9166143604896222, ""gain"": 0.033313546263489036, ""improved_countries"": 4, ""worst_delta"": -0.005948754081699814, ""eligible"": true}, {""alpha"": 0.7, ""macro_ap"": 0.9235494476427138, ""gain"": 0.04024863341658069, ""improved_countries"": 4, ""worst_delta"": -0.01495857595916883, ""eligible"": true}]"
273,Libya,nested_champion,0.9235494476427138,0.7641426816426817,0.6169680712805169,,guarded_cv_tabular,"[{""branch"": ""compact_tabular"", ""macro_ap"": 0.8833008142261332, ""macro_ap_gain"": 0.0, ""macro_f1"": 0.7484652981427175, ""macro_f1_delta"": 0.0, ""improved_countries"": 0, ""worst_country_delta"": 0.0, ""eligible"": true}, {""branch"": ""all77_tabular"", ""macro_ap"": 0.8802530831902284, ""macro_ap_gain"": -0.0030477310359047216, ""macro_f1"": 0.7579178716020821, ""macro_f1_delta"": 0.009452573459364677, ""improved_countries"": 3, ""worst_country_delta"": -0.06648421131890392, ""eligible"": false}, {""branch"": ""guarded_cv_tabular"", ""macro_ap"": 0.9235494476427138, ""macro_ap_gain"": 0.04024863341658069, ""macro_f1"": 0.7641426816426817, ""macro_f1_delta"": 0.01567738349996428, ""improved_countries"": 4, ""worst_country_delta"": -0.01495857595916883, ""eligible"": true}]",
273,Nigeria,compact_tabular,0.8643079822155124,0.7199321476486162,0.3404806508990955,,,,
273,Nigeria,all77_tabular,0.8667330103599022,0.7319324116743472,0.4687734503981647,,,,
273,Nigeria,handcrafted_image,0.7894859672994219,0.6501915309279886,0.1155769822593049,,,,
273,Nigeria,cnn_only,0.7246313208292368,0.6806918445539135,0.7120858058518935,,,,
273,Nigeria,cv_multispectral,0.8264259916702976,0.7276602957262627,0.2419175745350964,,,,
273,Nigeria,guarded_cv_tabular,0.932869907019854,0.7757881605577926,0.5510325572682593,0.5,,,"[{""alpha"": 0.0, ""macro_ap"": 0.8643079822155124, ""gain"": 0.0, ""improved_countries"": 0, ""worst_delta"": 0.0, ""eligible"": true}, {""alpha"": 0.15, ""macro_ap"": 0.9057644620682558, ""gain"": 0.041456479852743366, ""improved_countries"": 4, ""worst_delta"": -0.00017166699647030992, ""eligible"": true}, {""alpha"": 0.3, ""macro_ap"": 0.9183294038903795, ""gain"": 0.05402142167486712, ""improved_countries"": 5, ""worst_delta"": 0.008229665071770365, ""eligible"": true}, {""alpha"": 0.5, ""macro_ap"": 0.9328699070198541, ""gain"": 0.06856192480434165, ""improved_countries"": 5, ""worst_delta"": 0.004636591478696772, ""eligible"": true}, {""alpha"": 0.7, ""macro_ap"": 0.9302056701431309, ""gain"": 0.06589768792761852, ""improved_countries"": 4, ""worst_delta"": -0.002179929596136332, ""eligible"": true}]"
273,Nigeria,nested_champion,0.932869907019854,0.7757881605577926,0.5510325572682593,,guarded_cv_tabular,"[{""branch"": ""compact_tabular"", ""macro_ap"": 0.8643079822155124, ""macro_ap_gain"": 0.0, ""macro_f1"": 0.7199321476486162, ""macro_f1_delta"": 0.0, ""improved_countries"": 0, ""worst_country_delta"": 0.0, ""eligible"": true}, {""branch"": ""all77_tabular"", ""macro_ap"": 0.8667330103599022, ""macro_ap_gain"": 0.002425028144389829, ""macro_f1"": 0.7319324116743472, ""macro_f1_delta"": 0.012000264025730956, ""improved_countries"": 4, ""worst_country_delta"": -0.030546196418356764, ""eligible"": false}, {""branch"": ""guarded_cv_tabular"", ""macro_ap"": 0.9328699070198541, ""macro_ap_gain"": 0.06856192480434165, ""macro_f1"": 0.7757881605577926, ""macro_f1_delta"": 0.05585601290917641, ""improved_countries"": 5, ""worst_country_delta"": 0.004636591478696772, ""eligible"": true}]",
274,Algeria,compact_tabular,0.9082447265172272,0.7985125235125236,0.3566232389582049,,,,
274,Algeria,all77_tabular,0.9049003932406,0.8038103115522471,0.4096712213177941,,,,
274,Algeria,handcrafted_image,0.7586710374017542,0.649198158795682,0.3285262355847028,,,,
274,Algeria,cnn_only,0.7154400685827665,0.6262433102850103,0.5993213657585239,,,,
274,Algeria,cv_multispectral,0.7643092664865649,0.6537233026750553,0.2741184771103253,,,,
274,Algeria,guarded_cv_tabular,0.9253383257372958,0.7824153253678287,0.5814548905917047,0.5,,,"[{""alpha"": 0.0, ""macro_ap"": 0.9082447265172272, ""gain"": 0.0, ""improved_countries"": 0, ""worst_delta"": 0.0, ""eligible"": true}, {""alpha"": 0.15, ""macro_ap"": 0.923687462114669, ""gain"": 0.015442735597441803, ""improved_countries"": 5, ""worst_delta"": 0.010185185185185186, ""eligible"": true}, {""alpha"": 0.3, ""macro_ap"": 0.9234690325102182, ""gain"": 0.01522430599299096, ""improved_countries"": 4, ""worst_delta"": -0.003015785027980167, ""eligible"": true}, {""alpha"": 0.5, ""macro_ap"": 0.9253383257372958, ""gain"": 0.01709359922006859, ""improved_countries"": 4, ""worst_delta"": -0.015705800754049037, ""eligible"": true}, {""alpha"": 0.7, ""macro_ap"": 0.9191985185369095, ""gain"": 0.010953792019682274, ""improved_countries"": 3, ""worst_delta"": -0.037724213854056, ""eligible"": false}]"
274,Algeria,nested_champion,0.9082447265172272,0.7985125235125236,0.3566232389582049,,compact_tabular,"[{""branch"": ""compact_tabular"", ""macro_ap"": 0.9082447265172272, ""macro_ap_gain"": 0.0, ""macro_f1"": 0.7985125235125236, ""macro_f1_delta"": 0.0, ""improved_countries"": 0, ""worst_country_delta"": 0.0, ""eligible"": true}, {""branch"": ""all77_tabular"", ""macro_ap"": 0.9049003932406, ""macro_ap_gain"": -0.0033443332766271983, ""macro_f1"": 0.8038103115522471, ""macro_f1_delta"": 0.005297788039723583, ""improved_countries"": 2, ""worst_country_delta"": -0.04166666666666663, ""eligible"": false}, {""branch"": ""guarded_cv_tabular"", ""macro_ap"": 0.9253383257372958, ""macro_ap_gain"": 0.01709359922006859, ""macro_f1"": 0.7824153253678287, ""macro_f1_delta"": -0.016097198144694902, ""improved_countries"": 4, ""worst_country_delta"": -0.015705800754049037, ""eligible"": false}]",
274,Angola,compact_tabular,0.859284651979506,0.7700191570881225,0.3940390084394884,,,,
274,Angola,all77_tabular,0.876766831715196,0.8038515406162464,0.3889688162360597,,,,
274,Angola,handcrafted_image,0.7548384771824035,0.6264749823819592,0.3836770857611621,,,,
274,Angola,cnn_only,0.7446669407699675,0.6204839382561536,0.1751664398324717,,,,
274,Angola,cv_multispectral,0.7711744470999224,0.6600939940562582,0.1666156400373945,,,,
274,Angola,guarded_cv_tabular,0.8926817727814449,0.7221786833855799,0.5802710341634928,0.7,,,"[{""alpha"": 0.0, ""macro_ap"": 0.859284651979506, ""gain"": 0.0, ""improved_countries"": 0, ""worst_delta"": 0.0, ""eligible"": true}, {""alpha"": 0.15, ""macro_ap"": 0.8683879139575499, ""gain"": 0.009103261978043897, ""improved_countries"": 5, ""worst_delta"": 0.0009578544061301653, ""eligible"": true}, {""alpha"": 0.3, ""macro_ap"": 0.8747160653917231, ""gain"": 0.015431413412217099, ""improved_countries"": 5, ""worst_delta"": 0.003097023265797416, ""eligible"": true}, {""alpha"": 0.5, ""macro_ap"": 0.8868522083091241, ""gain"": 0.02756755632961816, ""improved_countries"": 4, ""worst_delta"": -0.0013721769307986076, ""eligible"": true}, {""alpha"": 0.7, ""macro_ap"": 0.8926817727814449, ""gain"": 0.03339712080193891, ""improved_countries"": 4, ""worst_delta"": -0.020901359166841216, ""eligible"": true}]"
274,Angola,nested_champion,0.876766831715196,0.8038515406162464,0.3889688162360597,,all77_tabular,"[{""branch"": ""compact_tabular"", ""macro_ap"": 0.859284651979506, ""macro_ap_gain"": 0.0, ""macro_f1"": 0.7700191570881225, ""macro_f1_delta"": 0.0, ""improved_countries"": 0, ""worst_country_delta"": 0.0, ""eligible"": true}, {""branch"": ""all77_tabular"", ""macro_ap"": 0.876766831715196, ""macro_ap_gain"": 0.017482179735689996, ""macro_f1"": 0.8038515406162464, ""macro_f1_delta"": 0.0338323835281239, ""improved_countries"": 4, ""worst_country_delta"": -0.001266154548071663, ""eligible"": true}, {""branch"": ""guarded_cv_tabular"", ""macro_ap"": 0.8926817727814449, ""macro_ap_gain"": 0.03339712080193891, ""macro_f1"": 0.7221786833855799, ""macro_f1_delta"": -0.04784047370254263, ""improved_countries"": 4, ""worst_country_delta"": -0.020901359166841216, ""eligible"": false}]",
274,Indonesia,compact_tabular,0.8459155732317496,0.7160752688172043,0.5055467939883183,,,,
274,Indonesia,all77_tabular,0.8576207501647553,0.7119716885743175,0.2665409725865407,,,,
274,Indonesia,handcrafted_image,0.6911237335280924,0.5574093647767363,0.1305614372754696,,,,
274,Indonesia,cnn_only,0.6923063883931186,0.6279283435205474,0.541638364831444,,,,
274,Indonesia,cv_multispectral,0.7283511983449106,0.6605971277399849,0.5366530596357236,,,,
274,Indonesia,guarded_cv_tabular,0.9023871529474335,0.740031265031265,0.6280960797598161,0.5,,,"[{""alpha"": 0.0, ""macro_ap"": 0.8459155732317496, ""gain"": 0.0, ""improved_countries"": 0, ""worst_delta"": 0.0, ""eligible"": true}, {""alpha"": 0.15, ""macro_ap"": 0.8587456602451065, ""gain"": 0.012830087013356861, ""improved_countries"": 5, ""worst_delta"": 0.0017316017316016952, ""eligible"": true}, {""alpha"": 0.3, ""macro_ap"": 0.8798821268308796, ""gain"": 0.033966553599130034, ""improved_countries"": 4, ""worst_delta"": -0.0033091623746273058, ""eligible"": true}, {""alpha"": 0.5, ""macro_ap"": 0.9023871529474337, ""gain"": 0.05647157971568406, ""improved_countries"": 4, ""worst_delta"": -0.004475017735887321, ""eligible"": true}, {""alpha"": 0.7, ""macro_ap"": 0.8897199238684733, ""gain"": 0.04380435063672372, ""improved_countries"": 4, ""worst_delta"": -0.009735912235912303, ""eligible"": true}]"
274,Indonesia,nested_champion,0.9023871529474335,0.740031265031265,0.6280960797598161,,guarded_cv_tabular,"[{""branch"": ""compact_tabular"", ""macro_ap"": 0.8459155732317496, ""macro_ap_gain"": 0.0, ""macro_f1"": 0.7160752688172043, ""macro_f1_delta"": 0.0, ""improved_countries"": 0, ""worst_country_delta"": 0.0, ""eligible"": true}, {""branch"": ""all77_tabular"", ""macro_ap"": 0.8576207501647553, ""macro_ap_gain"": 0.011705176933005657, ""macro_f1"": 0.7119716885743175, ""macro_f1_delta"": -0.004103580242886817, ""improved_countries"": 5, ""worst_country_delta"": 0.0019089751711702796, ""eligible"": true}, {""branch"": ""guarded_cv_tabular"", ""macro_ap"": 0.9023871529474337, ""macro_ap_gain"": 0.05647157971568406, ""macro_f1"": 0.740031265031265, ""macro_f1_delta"": 0.02395599621406075, ""improved_countries"": 4, ""worst_country_delta"": -0.004475017735887321, ""eligible"": true}]",
274,Iraq,compact_tabular,0.8755392173799332,0.7661904761904762,0.4551368845872595,,,,
274,Iraq,all77_tabular,0.8791702220170965,0.7675263565586147,0.2813850086860082,,,,
274,Iraq,handcrafted_image,0.8058042772835232,0.6905582137161084,0.3272637076628658,,,,
274,Iraq,cnn_only,0.727816755590136,0.6756084656084655,0.3948140740190861,,,,
274,Iraq,cv_multispectral,0.7952332360000531,0.7184681984681984,0.7149217241364433,,,,
