source_id,country,chip_id,status,chip_file,crs,clear_fraction,center_clear_fraction,worldcover_valid_fraction,scene_id,scene_datetime,requested_lon,requested_lat,reused_from,reflectance_p01,reflectance_p99,error
Libya_3033,Libya,ae6c60a96f42d1e69fd3,pending,,,,,,,,,,,,,
Nigeria_61521,Nigeria,56f5ff707c71f2d11ff6,pending,,,,,,,,,,,,,
Algeria_12602,Algeria,cee979182a161fc3e087,pending,,,,,,,,,,,,,
Angola_832942,Angola,c509ca2880bd7b94e7cc,pending,,,,,,,,,,,,,
Indonesia_135227,Indonesia,8161a948381afe6accec,ok,8161a948381afe6accec.npz,EPSG:32748,1.0,1.0,1.0,S2B_T48MUA_20240814T032234_L2A,2024-08-14T03:29:23.272000Z,,,/kaggle/input/notebooks/aaryanadutta/sih-nb6-img/nb6_context_v1,0.028737206012010574,0.40047958493232727,
Iraq_27382,Iraq,a5b09c1e48a4271c2424,pending,,,,,,,,,,,,,
Libya_2682,Libya,94229e578c53e115502e,pending,,,,,,,,,,,,,
Nigeria_418927,Nigeria,fb7960582253e3eab7ca,pending,,,,,,,,,,,,,
Algeria_13863,Algeria,63c3dd2d3d5cbe25cf16,pending,,,,,,,,,,,,,
Angola_267723,Angola,650196f961fb658afa15,pending,,,,,,,,,,,,,
Indonesia_80220,Indonesia,dfd4fe4c16c25f3187a0,pending,,,,,,,,,,,,,
Iraq_28193,Iraq,6668b5cb52d0f17d7594,pending,,,,,,,,,,,,,
Libya_2569,Libya,10ba9f6f19252fda5aed,pending,,,,,,,,,,,,,
Nigeria_290600,Nigeria,04ad07ba54484971075c,pending,,,,,,,,,,,,,
Algeria_5089,Algeria,30730fb2b7fa6f4a76d9,pending,,,,,,,,,,,,,
Angola_589681,Angola,59e1eb6838c61a609930,pending,,,,,,,,,,,,,
Indonesia_82813,Indonesia,3ee0da9202a75b5302da,pending,,,,,,,,,,,,,
Iraq_1179,Iraq,6d3ed751217a158605b7,ok,6d3ed751217a158605b7.npz,EPSG:32638,1.0,1.0,1.0,S2A_T38SMA_20240202T074152_L2A,2024-02-02T07:50:56.551000Z,,,/kaggle/input/notebooks/aaryanadutta/sih-nb6-img/nb6_context_v1,0.009142315946519375,0.5069995522499084,
Libya_857,Libya,79f8ee1aa29cbd1fae00,pending,,,,,,,,,,,,,
Nigeria_141816,Nigeria,d083be0a104833ed1126,pending,,,,,,,,,,,,,
