excluded_countries,train_countries,training_sources,training_positives,training_unlabeled,seed,epochs,batch_size,unlabeled_keep_fraction,device,parameter_count,sampler,loss,normalization,bag_index,pu_bags,kind,scored_sources,scored_cohort_sources,score_population,embedding_dimension
"['Angola', 'Libya']","['Algeria', 'Indonesia', 'Iraq', 'Nigeria']",9477,1053,8424,108131,8,512,0.8,cuda,27873,"{'policy': 'inverse-country-count', 'replacement': True, 'draws_per_epoch': 9477, 'country_source_counts': {'Algeria': 3249, 'Indonesia': 1656, 'Iraq': 1980, 'Nigeria': 2592}}","[0.9719717493159894, 0.6640858622880076, 0.5855815300172148, 0.5887706932845945, 0.5930938872340561, 0.5902097977778825, 0.5576152817929007, 0.5525759370207246]","{'center': [1.3862943649291992, 1.0986123085021973, 2.895911931991577, 1.695615530014038, 327.7799987792969, 29.85654067993164, 0.6078431606292725, 0.0, 0.0, 0.0, 0.0, 0.0], 'scale': [1.7917594909667969, 1.504077434539795, 2.5216727256774902, 1.4716765880584717, 28.336082458496094, 16.602785110473633, 1.0, 0.19342352449893951, 0.125, 1.0, 1.0, 1.0]}",0,2,pair,101,,,0
"['Angola', 'Libya']","['Algeria', 'Indonesia', 'Iraq', 'Nigeria']",9477,1053,8424,108232,8,512,0.8,cuda,27873,"{'policy': 'inverse-country-count', 'replacement': True, 'draws_per_epoch': 9477, 'country_source_counts': {'Algeria': 3249, 'Indonesia': 1656, 'Iraq': 1980, 'Nigeria': 2592}}","[0.9441414334558417, 0.6468073635133017, 0.5843727836078565, 0.5745429768521562, 0.5592185792772532, 0.5553002000842477, 0.5696287439054888, 0.5588584719635558]","{'center': [1.3862943649291992, 1.0986123085021973, 2.895911931991577, 1.6950993537902832, 327.70001220703125, 29.850378036499023, 0.6111111044883728, 0.0, 0.0, 0.0, 0.0, 0.0], 'scale': [1.8718020915985107, 1.504077434539795, 2.5280871391296387, 1.4725368022918701, 28.4183349609375, 16.541433334350586, 1.0, 0.19328255951404572, 0.125, 1.0, 1.0, 1.0]}",1,2,pair,101,,,0
"['Angola', 'Nigeria']","['Algeria', 'Indonesia', 'Iraq', 'Libya']",8406,934,7472,109131,8,512,0.8,cuda,27873,"{'policy': 'inverse-country-count', 'replacement': True, 'draws_per_epoch': 8406, 'country_source_counts': {'Algeria': 3249, 'Indonesia': 1656, 'Iraq': 1980, 'Libya': 1521}}","[0.9110789124012106, 0.6952100444585971, 0.6480442228953724, 0.6446355219514717, 0.6105775066409654, 0.6065524899332744, 0.5849819231424733, 0.5690241503326944]","{'center': [1.6094379425048828, 1.0986123085021973, 2.9549102783203125, 1.4616379737854004, 321.79998779296875, 27.800003051757812, 0.7647058963775635, 0.0, 0.0, 0.0, 0.0, 0.0], 'scale': [2.4423470497131348, 2.079441547393799, 2.8227720260620117, 1.4796264171600342, 27.68761444091797, 17.358217239379883, 1.0, 0.1763233095407486, 0.0833333358168602, 1.0, 1.0, 1.0]}",0,2,pair,99,,,0
"['Angola', 'Nigeria']","['Algeria', 'Indonesia', 'Iraq', 'Libya']",8406,934,7472,109232,8,512,0.8,cuda,27873,"{'policy': 'inverse-country-count', 'replacement': True, 'draws_per_epoch': 8406, 'country_source_counts': {'Algeria': 3249, 'Indonesia': 1656, 'Iraq': 1980, 'Libya': 1521}}","[0.8834095050146714, 0.6866187126812923, 0.6422556247451378, 0.6006759534470955, 0.5907649205691355, 0.6415284942962316, 0.5876085977029041, 0.5656081873576981]","{'center': [1.6094379425048828, 1.0986123085021973, 2.9549102783203125, 1.4762922525405884, 322.20361328125, 27.996212005615234, 0.7558139562606812, 0.0, 0.0, 0.0, 0.0, 0.0], 'scale': [2.4423470497131348, 2.079441547393799, 2.8375167846679688, 1.4790070056915283, 27.670257568359375, 17.35019874572754, 1.0, 0.17831610143184662, 0.08166474103927612, 1.0, 1.0, 1.0]}",1,2,pair,99,,,0
"['Indonesia', 'Iraq']","['Algeria', 'Angola', 'Libya', 'Nigeria']",7452,828,6624,110131,8,512,0.8,cuda,27873,"{'policy': 'inverse-country-count', 'replacement': True, 'draws_per_epoch': 7452, 'country_source_counts': {'Algeria': 3249, 'Angola': 90, 'Libya': 1521, 'Nigeria': 2592}}","[0.9138626144320109, 0.7194948623849702, 0.5611665821561747, 0.5710790568439793, 0.5083654935457216, 0.49585654432582904, 0.5028738812355987, 0.4926047427194834]","{'center': [1.3862943649291992, 1.0986123085021973, 2.6447553634643555, 1.4445632696151733, 324.5, 28.510009765625, 0.694915235042572, 0.0, 0.0, 0.0, 0.0, 0.0], 'scale': [1.7917594909667969, 1.504077434539795, 2.348484992980957, 1.3422960042953491, 29.993194580078125, 16.140850067138672, 1.0, 0.16717615723609924, 0.0117647061124444, 1.0, 1.0, 1.0]}",0,2,pair,96,,,0
"['Indonesia', 'Iraq']","['Algeria', 'Angola', 'Libya', 'Nigeria']",7452,828,6624,110232,8,512,0.8,cuda,27873,"{'policy': 'inverse-country-count', 'replacement': True, 'draws_per_epoch': 7452, 'country_source_counts': {'Algeria': 3249, 'Angola': 90, 'Libya': 1521, 'Nigeria': 2592}}","[0.9323297601455139, 0.6723619099592433, 0.539274563855915, 0.523831802609782, 0.5545521132803961, 0.49058036537370053, 0.5029410823371804, 0.5108076277690361]","{'center': [1.3862943649291992, 1.0986123085021973, 2.6361961364746094, 1.44926917552948, 324.4587707519531, 28.514999389648438, 0.692307710647583, 0.0, 0.0, 0.0, 0.0, 0.0], 'scale': [1.7047481536865234, 1.504077434539795, 2.3574914932250977, 1.3453820943832397, 30.0050048828125, 16.221410751342773, 1.0, 0.16683372855186462, 0.013888888992369175, 1.0, 1.0, 1.0]}",1,2,pair,96,,,0
"['Indonesia', 'Libya']","['Algeria', 'Angola', 'Iraq', 'Nigeria']",7911,879,7032,111131,8,512,0.8,cuda,27873,"{'policy': 'inverse-country-count', 'replacement': True, 'draws_per_epoch': 7911, 'country_source_counts': {'Algeria': 3249, 'Angola': 90, 'Iraq': 1980, 'Nigeria': 2592}}","[0.9403671234254665, 0.5951643618330644, 0.5551320475304478, 0.5148059147684512, 0.477880283280399, 0.48773688731912623, 0.4917228226150247, 0.45568768397744003]","{'center': [1.3862943649291992, 1.0986123085021973, 2.9512579441070557, 1.6505799293518066, 327.472412109375, 29.22562026977539, 0.6379310488700867, 0.0, 0.0, 0.0, 0.0, 0.0], 'scale': [2.0149030685424805, 1.7047481536865234, 2.5178275108337402, 1.4334471225738525, 28.813743591308594, 15.959613800048828, 1.0, 0.20035941898822784, 0.11764705926179886, 1.0, 1.0, 1.0]}",0,2,pair,99,,,0
"['Indonesia', 'Libya']","['Algeria', 'Angola', 'Iraq', 'Nigeria']",7911,879,7032,111232,8,512,0.8,cuda,27873,"{'policy': 'inverse-country-count', 'replacement': True, 'draws_per_epoch': 7911, 'country_source_counts': {'Algeria': 3249, 'Angola': 90, 'Iraq': 1980, 'Nigeria': 2592}}","[0.9574241914093351, 0.6437449328231233, 0.5384231148613281, 0.5107312235981697, 0.5172402720251844, 0.46834209238122165, 0.43490786687897726, 0.490938635040303]","{'center': [1.3862943649291992, 1.0986123085021973, 2.967589855194092, 1.6601310968399048, 327.5420227050781, 29.30931854248047, 0.6363636255264282, 0.0, 0.0, 0.0, 0.0, 0.0], 'scale': [2.0149030685424805, 1.7917594909667969, 2.506633758544922, 1.4350515604019165, 28.618553161621094, 15.770673751831055, 1.0, 0.19886979460716248, 0.11764705926179886, 1.0, 1.0, 1.0]}",1,2,pair,99,,,0
"['Indonesia', 'Nigeria']","['Algeria', 'Angola', 'Iraq', 'Libya']",6840,760,6080,112131,8,512,0.8,cuda,27873,"{'policy': 'inverse-country-count', 'replacement': True, 'draws_per_epoch': 6840, 'country_source_counts': {'Algeria': 3249, 'Angola': 90, 'Iraq': 1980, 'Libya': 1521}}","[0.9029549433473956, 0.627859930545963, 0.5701903420233587, 0.5614034684080826, 0.5530950944326077, 0.5333711790062531, 0.4906449233230792, 0.47791669800964715]","{'center': [1.7917594909667969, 1.3862943649291992, 3.0204248428344727, 1.3670587539672852, 320.2833251953125, 26.69000244140625, 0.800000011920929, 0.0, 0.0, 0.0, 0.0, 0.0], 'scale': [2.6390573978424072, 2.2512917518615723, 2.8876147270202637, 1.389922022819519, 27.688629150390625, 16.14455795288086, 1.0, 0.18042659759521484, 0.0625, 1.0, 1.0, 1.0]}",0,2,pair,97,,,0
"['Indonesia', 'Nigeria']","['Algeria', 'Angola', 'Iraq', 'Libya']",6840,760,6080,112232,8,512,0.8,cuda,27873,"{'policy': 'inverse-country-count', 'replacement': True, 'draws_per_epoch': 6840, 'country_source_counts': {'Algeria': 3249, 'Angola': 90, 'Iraq': 1980, 'Libya': 1521}}","[0.9387041110044334, 0.7083151585177372, 0.5523595805753742, 0.533816837776474, 0.5073610895209842, 0.5314095669322544, 0.5131552211722435, 0.458746319904662]","{'center': [1.7917594909667969, 1.3862943649291992, 3.0206687450408936, 1.371307611465454, 320.5320129394531, 26.77119255065918, 0.800000011920929, 0.0, 0.0, 0.0, 0.0, 0.0], 'scale': [2.6390573978424072, 2.2512917518615723, 2.9016175270080566, 1.3828809261322021, 27.636337280273438, 16.142845153808594, 1.0, 0.17953969538211823, 0.0625, 1.0, 1.0, 1.0]}",1,2,pair,97,,,0
"['Iraq', 'Libya']","['Algeria', 'Angola', 'Indonesia', 'Nigeria']",7587,843,6744,113131,8,512,0.8,cuda,27873,"{'policy': 'inverse-country-count', 'replacement': True, 'draws_per_epoch': 7587, 'country_source_counts': {'Algeria': 3249, 'Angola': 90, 'Indonesia': 1656, 'Nigeria': 2592}}","[0.9918459919863765, 0.571188123766355, 0.5009769903933152, 0.5462551688007236, 0.4872393497125078, 0.5064976562840265, 0.46533239203211474, 0.4744984451507067]","{'center': [1.0986123085021973, 0.6931471824645996, 2.663749933242798, 1.6409209966659546, 328.1000061035156, 30.28476905822754, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0], 'scale': [1.3862943649291992, 1.0986123085021973, 2.2836570739746094, 1.4577304124832153, 29.278343200683594, 16.74909019470215, 1.0, 0.18181158602237701, 0.0555555559694767, 1.0, 1.0, 1.0]}",0,2,pair,99,,,0
"['Iraq', 'Libya']","['Algeria', 'Angola', 'Indonesia', 'Nigeria']",7587,843,6744,113232,8,512,0.8,cuda,27873,"{'policy': 'inverse-country-count', 'replacement': True, 'draws_per_epoch': 7587, 'country_source_counts': {'Algeria': 3249, 'Angola': 90, 'Indonesia': 1656, 'Nigeria': 2592}}","[0.8837732410060097, 0.6085141586883432, 0.5875632978953187, 0.5092783858846169, 0.531721617419116, 0.49141415983882364, 0.47288326788863067, 0.4875483512878418]","{'center': [1.0986123085021973, 0.6931471824645996, 2.6528897285461426, 1.6389967203140259, 328.1622314453125, 30.306854248046875, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0], 'scale': [1.3862943649291992, 0.9162907600402832, 2.286184310913086, 1.448699951171875, 29.17267608642578, 16.64422035217285, 1.0, 0.17938025295734406, 0.05882352963089943, 1.0, 1.0, 1.0]}",1,2,pair,99,,,0
"['Iraq', 'Nigeria']","['Algeria', 'Angola', 'Indonesia', 'Libya']",6516,724,5792,114131,8,512,0.8,cuda,27873,"{'policy': 'inverse-country-count', 'replacement': True, 'draws_per_epoch': 6516, 'country_source_counts': {'Algeria': 3249, 'Angola': 90, 'Indonesia': 1656, 'Libya': 1521}}","[0.9932677263200759, 0.7118817214368676, 0.6338757085902622, 0.5510350364786925, 0.5030577941457504, 0.5400548752573386, 0.5258420625297916, 0.5658007971416448]","{'center': [1.3862943649291992, 1.0986123085021973, 2.654649496078491, 1.312689185142517, 319.6100158691406, 27.582000732421875, 0.800000011920929, 0.0, 0.0, 0.0, 0.0, 0.0], 'scale': [2.140066146850586, 1.7917594909667969, 2.5904016494750977, 1.358052134513855, 28.27349853515625, 17.76519203186035, 1.0, 0.14962831139564514, 0.2590455114841461, 1.0, 1.0, 1.0]}",0,2,pair,97,,,0
"['Iraq', 'Nigeria']","['Algeria', 'Angola', 'Indonesia', 'Libya']",6516,724,5792,114232,8,512,0.8,cuda,27873,"{'policy': 'inverse-country-count', 'replacement': True, 'draws_per_epoch': 6516, 'country_source_counts': {'Algeria': 3249, 'Angola': 90, 'Indonesia': 1656, 'Libya': 1521}}","[1.0129586677378566, 0.7153120982346907, 0.5938997867833331, 0.5640877764454789, 0.5816799989867751, 0.5527931774884663, 0.5218250537445532, 0.4934442983111258]","{'center': [1.3862943649291992, 1.0986123085021973, 2.65675687789917, 1.3244189023971558, 319.7541198730469, 27.652496337890625, 0.800000011920929, 0.0, 0.0, 0.0, 0.0, 0.0], 'scale': [2.140066146850586, 1.7917594909667969, 2.585491180419922, 1.3727465867996216, 28.399993896484375, 17.675832748413086, 1.0, 0.1495542973279953, 0.2599489092826843, 1.0, 1.0, 1.0]}",1,2,pair,97,,,0
"['Libya', 'Nigeria']","['Algeria', 'Angola', 'Indonesia', 'Iraq']",6975,775,6200,115131,8,512,0.8,cuda,27873,"{'policy': 'inverse-country-count', 'replacement': True, 'draws_per_epoch': 6975, 'country_source_counts': {'Algeria': 3249, 'Angola': 90, 'Indonesia': 1656, 'Iraq': 1980}}","[0.9378846724229901, 0.6316394566891441, 0.5521215299124359, 0.5503975897066055, 0.4826146278586439, 0.5004207793358834, 0.4577634526409983, 0.48114124040022543]","{'center': [1.3862943649291992, 1.0986123085021973, 3.0773122310638428, 1.6180195808410645, 324.7178955078125, 28.992048263549805, 0.7068965435028076, 0.0, 0.0, 0.0, 0.0, 0.0], 'scale': [2.397895336151123, 2.0149030685424805, 2.814204454421997, 1.5326602458953857, 28.005294799804688, 17.3134708404541, 1.0, 0.19484569132328033, 0.1190476194024086, 1.0, 1.0, 1.0]}",0,2,pair,100,,,0
"['Libya', 'Nigeria']","['Algeria', 'Angola', 'Indonesia', 'Iraq']",6975,775,6200,115232,8,512,0.8,cuda,27873,"{'policy': 'inverse-country-count', 'replacement': True, 'draws_per_epoch': 6975, 'country_source_counts': {'Algeria': 3249, 'Angola': 90, 'Indonesia': 1656, 'Iraq': 1980}}","[1.0519314041188967, 0.5945850638249441, 0.5079907885674507, 0.531208378354281, 0.47054614459314653, 0.47973506445525793, 0.5045583878794024, 0.46137554469501674]","{'center': [1.3862943649291992, 1.0986123085021973, 3.074312210083008, 1.6089364290237427, 324.52093505859375, 28.898202896118164, 0.7083333134651184, 0.0, 0.0, 0.0, 0.0, 0.0], 'scale': [2.3513753414154053, 2.0149030685424805, 2.8129680156707764, 1.5261914730072021, 28.067459106445312, 17.44678497314453, 1.0, 0.19460907578468323, 0.11538461595773697, 1.0, 1.0, 1.0]}",1,2,pair,100,,,0
