branch,macro_f1,macro_pr_auc,macro_roc_auc,worst_country_pr_auc
early_fusion,0.7915909090909091,0.9058505602989815,0.9202249407420185,0.8286327512643302
late_fusion,0.7772197852193857,0.8710469893363811,0.9076067176082989,0.8305204497595802
thermal_only,0.6620163091359846,0.8138043651956464,0.8491237618649067,0.7529288238269896
image_only,0.6743762304107132,0.742264737101642,0.8603637843754859,0.5618065057257297
