country,n_sources,n_positive,positive_prevalence,threshold,precision,recall,f1,pr_auc,roc_auc,brier,tn,fp,fn,tp
India,706686,197,0.00027876595828982037,0.33140643559612754,0.09344660194174757,0.39086294416243655,0.15083251714005877,0.14177642756172526,0.9150346124637085,0.0005736367085806605,705742,747,120,77
